sets_read,total_elements,avg_size_bits_per_element,number_queries,avg_time
20000,1117416332,6.9224,17536,1.791056
20000,1117416332,8.1012,17536,0.99185
20000,1117416332,10.3115,17536,0.571935
20000,1117416332,6.9824,17536,1.151056
20000,1117416332,8.1312,17536,0.73185
20000,1117416332,10.4515,17536,0.491935
