sets_read,total_elements,avg_size_bits_per_element,number_queries,avg_time
57225,5509206378,7.18223,18859,0.33136
57225,5509206378,8.16189,18859,0.277324
57225,5509206378,10.45135,18859,0.262872
57225,5509206378,7.18123,18859,0.33196
57225,5509206378,8.16189,18859,0.27324
57225,5509206378,10.4535,18859,0.262872
