sets_read,total_elements,avg_size_bits_per_element,number_queries,avg_time
57225,5509206378,6.92455,18859,0.81418
57225,5509206378,8.10111,18859,0.54021
57225,5509206378,10.31126,18859,0.373617
57225,5509206378,6.98279,18859,0.60195
57225,5509206378,8.12652,18859,0.42404
57225,5509206378,10.4527,18859,0.34144
